"Município";"PRODUTOR.DA.CULTURA.DE.DENDE";"PRODUTOR.DA.CULTURA.DE.GIRASSOL";"PRODUTOR.DA.CULTURA.DE.MAMONA";"PRODUTOR.DA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DE.DENDE";"TRABALHADOR.NA.CULTURA.DE.MAMONA";"TRABALHADOR.NA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DO.GIRASSOL";"Total";"Estado";"Mun";"chave";"ano"
"RN-PILOES";0;0;0;0;0;0;0;0;0;"RN";"PILOES";"PILOES (RN)";2008
"RN-POCO BRANCO";0;0;0;0;0;0;0;0;0;"RN";"POCO BRANCO";"POCO BRANCO (RN)";2008
"RN-PORTALEGRE";0;0;0;0;0;0;0;0;0;"RN";"PORTALEGRE";"PORTALEGRE (RN)";2008
"RN-PORTO DO MANGUE";0;0;0;0;0;0;0;0;0;"RN";"PORTO DO MANGUE";"PORTO DO MANGUE (RN)";2008
"RN-SERRA CAIADA";0;0;0;0;0;0;0;0;0;"RN";"SERRA CAIADA";"SERRA CAIADA (RN)";2008
"RN-PUREZA";0;0;0;0;0;0;0;0;0;"RN";"PUREZA";"PUREZA (RN)";2008
"RN-RAFAEL FERNANDES";0;0;0;0;0;0;0;0;0;"RN";"RAFAEL FERNANDES";"RAFAEL FERNANDES (RN)";2008
"RN-RAFAEL GODEIRO";0;0;0;0;0;0;0;0;0;"RN";"RAFAEL GODEIRO";"RAFAEL GODEIRO (RN)";2008
"RN-RIACHO DA CRUZ";0;0;0;0;0;0;0;0;0;"RN";"RIACHO DA CRUZ";"RIACHO DA CRUZ (RN)";2008
"RN-RIACHO DE SANTANA";0;0;0;0;0;0;0;0;0;"RN";"RIACHO DE SANTANA";"RIACHO DE SANTANA (RN)";2008
"RN-RIACHUELO";0;0;0;0;0;0;0;0;0;"RN";"RIACHUELO";"RIACHUELO (RN)";2008
"RN-RODOLFO FERNANDES";0;0;0;0;0;0;0;0;0;"RN";"RODOLFO FERNANDES";"RODOLFO FERNANDES (RN)";2008
"RN-TIBAU";0;0;0;0;0;0;0;0;0;"RN";"TIBAU";"TIBAU (RN)";2008
"RN-RUY BARBOSA";0;0;0;0;0;0;0;0;0;"RN";"RUY BARBOSA";"RUY BARBOSA (RN)";2008
"RN-SANTA CRUZ";0;0;0;0;0;0;0;0;0;"RN";"SANTA CRUZ";"SANTA CRUZ (RN)";2008
"RN-SANTANA DO MATOS";0;0;0;0;0;0;0;0;0;"RN";"SANTANA DO MATOS";"SANTANA DO MATOS (RN)";2008
"RN-SANTANA DO SERIDO";0;0;0;0;0;0;0;0;0;"RN";"SANTANA DO SERIDO";"SANTANA DO SERIDO (RN)";2008
"RN-SANTO ANTONIO";0;0;0;0;0;0;0;0;0;"RN";"SANTO ANTONIO";"SANTO ANTONIO (RN)";2008
"RN-SAO BENTO DO NORTE";0;0;0;0;0;0;0;0;0;"RN";"SAO BENTO DO NORTE";"SAO BENTO DO NORTE (RN)";2008
"RN-SAO BENTO DO TRAIRI";0;0;0;0;0;0;0;0;0;"RN";"SAO BENTO DO TRAIRI";"SAO BENTO DO TRAIRI (RN)";2008
"RN-SAO FERNANDO";0;0;0;0;0;0;0;0;0;"RN";"SAO FERNANDO";"SAO FERNANDO (RN)";2008
"RN-SAO FRANCISCO DO OESTE";0;0;0;0;0;0;0;0;0;"RN";"SAO FRANCISCO DO OESTE";"SAO FRANCISCO DO OESTE (RN)";2008
"RN-SAO GONCALO DO AMARANTE";0;0;0;0;0;0;0;0;0;"RN";"SAO GONCALO DO AMARANTE";"SAO GONCALO DO AMARANTE (RN)";2008
"RN-SAO JOAO DO SABUGI";0;0;0;0;0;0;0;0;0;"RN";"SAO JOAO DO SABUGI";"SAO JOAO DO SABUGI (RN)";2008
"RN-SAO JOSE DE MIPIBU";0;0;0;0;0;0;0;0;0;"RN";"SAO JOSE DE MIPIBU";"SAO JOSE DE MIPIBU (RN)";2008
"RN-SAO JOSE DO CAMPESTRE";0;0;0;0;0;0;0;0;0;"RN";"SAO JOSE DO CAMPESTRE";"SAO JOSE DO CAMPESTRE (RN)";2008
"RN-SAO JOSE DO SERIDO";0;0;0;0;0;0;0;0;0;"RN";"SAO JOSE DO SERIDO";"SAO JOSE DO SERIDO (RN)";2008
"RN-SAO MIGUEL";0;0;0;0;0;0;0;0;0;"RN";"SAO MIGUEL";"SAO MIGUEL (RN)";2008
"RN-SAO MIGUEL DO GOSTOSO";0;0;0;0;0;0;0;0;0;"RN";"SAO MIGUEL DO GOSTOSO";"SAO MIGUEL DO GOSTOSO (RN)";2008
"RN-SAO PAULO DO POTENGI";0;0;0;0;0;0;0;0;0;"RN";"SAO PAULO DO POTENGI";"SAO PAULO DO POTENGI (RN)";2008
"RN-SAO PEDRO";0;0;0;0;0;0;0;0;0;"RN";"SAO PEDRO";"SAO PEDRO (RN)";2008
"RN-SAO RAFAEL";0;0;0;0;0;0;0;0;0;"RN";"SAO RAFAEL";"SAO RAFAEL (RN)";2008
"RN-SAO TOME";0;0;0;0;0;0;0;0;0;"RN";"SAO TOME";"SAO TOME (RN)";2008
"RN-SAO VICENTE";0;0;0;0;0;0;0;0;0;"RN";"SAO VICENTE";"SAO VICENTE (RN)";2008
"RN-SENADOR ELOI DE SOUZA";0;0;0;0;0;0;0;0;0;"RN";"SENADOR ELOI DE SOUZA";"SENADOR ELOI DE SOUZA (RN)";2008
"RN-SENADOR GEORGINO AVELINO";0;0;0;0;0;0;0;0;0;"RN";"SENADOR GEORGINO AVELINO";"SENADOR GEORGINO AVELINO (RN)";2008
"RN-SERRA DE SAO BENTO";0;0;0;0;0;0;0;0;0;"RN";"SERRA DE SAO BENTO";"SERRA DE SAO BENTO (RN)";2008
"RN-SERRA DO MEL";0;0;0;0;0;0;0;0;0;"RN";"SERRA DO MEL";"SERRA DO MEL (RN)";2008
"RN-SERRA NEGRA DO NORTE";0;0;0;0;0;0;0;0;0;"RN";"SERRA NEGRA DO NORTE";"SERRA NEGRA DO NORTE (RN)";2008
"RN-SERRINHA";0;0;0;0;0;0;0;0;0;"RN";"SERRINHA";"SERRINHA (RN)";2008
"RN-SERRINHA DOS PINTOS";0;0;0;0;0;0;0;0;0;"RN";"SERRINHA DOS PINTOS";"SERRINHA DOS PINTOS (RN)";2008
"RN-SEVERIANO MELO";0;0;0;0;0;0;0;0;0;"RN";"SEVERIANO MELO";"SEVERIANO MELO (RN)";2008
"RN-SITIO NOVO";0;0;0;0;0;0;0;0;0;"RN";"SITIO NOVO";"SITIO NOVO (RN)";2008
"RN-TABOLEIRO GRANDE";0;0;0;0;0;0;0;0;0;"RN";"TABOLEIRO GRANDE";"TABOLEIRO GRANDE (RN)";2008
"RN-TAIPU";0;0;0;0;0;0;0;0;0;"RN";"TAIPU";"TAIPU (RN)";2008
"RN-TANGARA";0;0;0;0;0;0;0;0;0;"RN";"TANGARA";"TANGARA (RN)";2008
"RN-TENENTE ANANIAS";0;0;0;0;0;0;0;0;0;"RN";"TENENTE ANANIAS";"TENENTE ANANIAS (RN)";2008
"RN-TENENTE LAURENTINO CRUZ";0;0;0;0;0;0;0;0;0;"RN";"TENENTE LAURENTINO CRUZ";"TENENTE LAURENTINO CRUZ (RN)";2008
"RN-TIBAU DO SUL";0;0;0;0;0;0;0;0;0;"RN";"TIBAU DO SUL";"TIBAU DO SUL (RN)";2008
"RN-TIMBAUBA DOS BATISTAS";0;0;0;0;0;0;0;0;0;"RN";"TIMBAUBA DOS BATISTAS";"TIMBAUBA DOS BATISTAS (RN)";2008
"RN-TOUROS";0;0;0;0;0;0;0;0;0;"RN";"TOUROS";"TOUROS (RN)";2008
"RN-TRIUNFO POTIGUAR";0;0;0;0;0;0;0;0;0;"RN";"TRIUNFO POTIGUAR";"TRIUNFO POTIGUAR (RN)";2008
"RN-UMARIZAL";0;0;0;0;0;0;0;0;0;"RN";"UMARIZAL";"UMARIZAL (RN)";2008
"RN-UPANEMA";0;0;0;0;0;0;0;0;0;"RN";"UPANEMA";"UPANEMA (RN)";2008
"RN-VARZEA";0;0;0;0;0;0;0;0;0;"RN";"VARZEA";"VARZEA (RN)";2008
"RN-VENHA-VER";0;0;0;0;0;0;0;0;0;"RN";"VENHA-VER";"VENHA-VER (RN)";2008
"RN-VERA CRUZ";0;0;0;0;0;0;0;0;0;"RN";"VERA CRUZ";"VERA CRUZ (RN)";2008
"RN-VICOSA";0;0;0;0;0;0;0;0;0;"RN";"VICOSA";"VICOSA (RN)";2008
"RN-VILA FLOR";0;0;0;0;0;0;0;0;0;"RN";"VILA FLOR";"VILA FLOR (RN)";2008
"PB-AGUA BRANCA";0;0;0;0;0;0;0;0;0;"PB";"AGUA BRANCA";"AGUA BRANCA (PB)";2008
"PB-AGUIAR";0;0;0;0;0;0;0;0;0;"PB";"AGUIAR";"AGUIAR (PB)";2008
"PB-ALAGOA GRANDE";0;0;0;0;0;0;0;0;0;"PB";"ALAGOA GRANDE";"ALAGOA GRANDE (PB)";2008
"PB-ALAGOA NOVA";0;0;0;0;0;0;0;0;0;"PB";"ALAGOA NOVA";"ALAGOA NOVA (PB)";2008
"PB-ALAGOINHA";0;0;0;0;0;0;0;0;0;"PB";"ALAGOINHA";"ALAGOINHA (PB)";2008
"PB-ALCANTIL";0;0;0;0;0;0;0;0;0;"PB";"ALCANTIL";"ALCANTIL (PB)";2008
"PB-ALGODAO DE JANDAIRA";0;0;0;0;0;0;0;0;0;"PB";"ALGODAO DE JANDAIRA";"ALGODAO DE JANDAIRA (PB)";2008
"PB-ALHANDRA";0;0;0;0;0;0;0;0;0;"PB";"ALHANDRA";"ALHANDRA (PB)";2008
"PB-SAO JOAO DO RIO DO PEIXE";0;0;0;0;0;0;0;0;0;"PB";"SAO JOAO DO RIO DO PEIXE";"SAO JOAO DO RIO DO PEIXE (PB)";2008
"PB-AMPARO";0;0;0;0;0;0;0;0;0;"PB";"AMPARO";"AMPARO (PB)";2008
"PB-APARECIDA";0;0;0;0;0;0;0;0;0;"PB";"APARECIDA";"APARECIDA (PB)";2008
"PB-ARACAGI";0;0;0;0;0;0;0;0;0;"PB";"ARACAGI";"ARACAGI (PB)";2008
"PB-ARARA";0;0;0;0;0;0;0;0;0;"PB";"ARARA";"ARARA (PB)";2008
"PB-ARARUNA";0;0;0;0;0;0;0;0;0;"PB";"ARARUNA";"ARARUNA (PB)";2008
"PB-AREIA";0;0;0;0;0;0;0;0;0;"PB";"AREIA";"AREIA (PB)";2008
"PB-AREIA DE BARAUNAS";0;0;0;0;0;0;0;0;0;"PB";"AREIA DE BARAUNAS";"AREIA DE BARAUNAS (PB)";2008
"PB-AREIAL";0;0;0;0;0;0;0;0;0;"PB";"AREIAL";"AREIAL (PB)";2008
"PB-AROEIRAS";0;0;0;0;0;0;0;0;0;"PB";"AROEIRAS";"AROEIRAS (PB)";2008
"PB-ASSUNCAO";0;0;0;0;0;0;0;0;0;"PB";"ASSUNCAO";"ASSUNCAO (PB)";2008
"PB-BAIA DA TRAICAO";0;0;0;0;0;0;0;0;0;"PB";"BAIA DA TRAICAO";"BAIA DA TRAICAO (PB)";2008
"PB-BANANEIRAS";0;0;0;0;0;0;0;0;0;"PB";"BANANEIRAS";"BANANEIRAS (PB)";2008
"PB-BARAUNA";0;0;0;0;0;0;0;0;0;"PB";"BARAUNA";"BARAUNA (PB)";2008
"PB-BARRA DE SANTANA";0;0;0;0;0;0;0;0;0;"PB";"BARRA DE SANTANA";"BARRA DE SANTANA (PB)";2008
"PB-BARRA DE SANTA ROSA";0;0;0;0;0;0;0;0;0;"PB";"BARRA DE SANTA ROSA";"BARRA DE SANTA ROSA (PB)";2008
"PB-BARRA DE SAO MIGUEL";0;0;0;0;0;0;0;0;0;"PB";"BARRA DE SAO MIGUEL";"BARRA DE SAO MIGUEL (PB)";2008
"PB-BAYEUX";0;0;0;0;0;0;0;0;0;"PB";"BAYEUX";"BAYEUX (PB)";2008
"PB-BELEM";0;0;0;0;0;0;0;0;0;"PB";"BELEM";"BELEM (PB)";2008
"PB-BELEM DO BREJO DO CRUZ";0;0;0;0;0;0;0;0;0;"PB";"BELEM DO BREJO DO CRUZ";"BELEM DO BREJO DO CRUZ (PB)";2008
"PB-BERNARDINO BATISTA";0;0;0;0;0;0;0;0;0;"PB";"BERNARDINO BATISTA";"BERNARDINO BATISTA (PB)";2008
"PB-BOA VENTURA";0;0;0;0;0;0;0;0;0;"PB";"BOA VENTURA";"BOA VENTURA (PB)";2008
"PB-BOA VISTA";0;0;0;0;0;0;0;0;0;"PB";"BOA VISTA";"BOA VISTA (PB)";2008
"PB-BOM JESUS";0;0;0;0;0;0;0;0;0;"PB";"BOM JESUS";"BOM JESUS (PB)";2008
"PB-BOM SUCESSO";0;0;0;0;0;0;0;0;0;"PB";"BOM SUCESSO";"BOM SUCESSO (PB)";2008
"PB-BONITO DE SANTA FE";0;0;0;0;0;0;0;0;0;"PB";"BONITO DE SANTA FE";"BONITO DE SANTA FE (PB)";2008
"PB-BOQUEIRAO";0;0;0;0;0;0;0;0;0;"PB";"BOQUEIRAO";"BOQUEIRAO (PB)";2008
"PB-IGARACY";0;0;0;0;0;0;0;0;0;"PB";"IGARACY";"IGARACY (PB)";2008
"PB-BORBOREMA";0;0;0;0;0;0;0;0;0;"PB";"BORBOREMA";"BORBOREMA (PB)";2008
"PB-BREJO DO CRUZ";0;0;0;0;0;0;0;0;0;"PB";"BREJO DO CRUZ";"BREJO DO CRUZ (PB)";2008
"PB-BREJO DOS SANTOS";0;0;0;0;0;0;0;0;0;"PB";"BREJO DOS SANTOS";"BREJO DOS SANTOS (PB)";2008
"PB-CAAPORA";0;0;0;0;0;0;0;0;0;"PB";"CAAPORA";"CAAPORA (PB)";2008
"PB-CABACEIRAS";0;0;0;0;0;0;0;0;0;"PB";"CABACEIRAS";"CABACEIRAS (PB)";2008
"PB-CABEDELO";0;0;0;0;0;0;0;0;0;"PB";"CABEDELO";"CABEDELO (PB)";2008
"PB-CACHOEIRA DOS INDIOS";0;0;0;0;0;0;0;0;0;"PB";"CACHOEIRA DOS INDIOS";"CACHOEIRA DOS INDIOS (PB)";2008
"PB-CACIMBA DE AREIA";0;0;0;0;0;0;0;0;0;"PB";"CACIMBA DE AREIA";"CACIMBA DE AREIA (PB)";2008
"PB-CACIMBA DE DENTRO";0;0;0;0;0;0;0;0;0;"PB";"CACIMBA DE DENTRO";"CACIMBA DE DENTRO (PB)";2008
"PB-CACIMBAS";0;0;0;0;0;0;0;0;0;"PB";"CACIMBAS";"CACIMBAS (PB)";2008
"PB-CAICARA";0;0;0;0;0;0;0;0;0;"PB";"CAICARA";"CAICARA (PB)";2008
"PB-CAJAZEIRAS";0;0;0;0;0;0;0;0;0;"PB";"CAJAZEIRAS";"CAJAZEIRAS (PB)";2008
"PB-CAJAZEIRINHAS";0;0;0;0;0;0;0;0;0;"PB";"CAJAZEIRINHAS";"CAJAZEIRINHAS (PB)";2008
"PB-CALDAS BRANDAO";0;0;0;0;0;0;0;0;0;"PB";"CALDAS BRANDAO";"CALDAS BRANDAO (PB)";2008
"PB-CAMALAU";0;0;0;0;0;0;0;0;0;"PB";"CAMALAU";"CAMALAU (PB)";2008
"PB-CAMPINA GRANDE";0;0;0;0;0;0;0;0;0;"PB";"CAMPINA GRANDE";"CAMPINA GRANDE (PB)";2008
"PB-CAPIM";0;0;0;0;0;0;0;0;0;"PB";"CAPIM";"CAPIM (PB)";2008
"PB-CARAUBAS";0;0;0;0;0;0;0;0;0;"PB";"CARAUBAS";"CARAUBAS (PB)";2008
"PB-CARRAPATEIRA";0;0;0;0;0;0;0;0;0;"PB";"CARRAPATEIRA";"CARRAPATEIRA (PB)";2008
"PB-CASSERENGUE";0;0;0;0;0;0;0;0;0;"PB";"CASSERENGUE";"CASSERENGUE (PB)";2008
"PB-CATINGUEIRA";0;0;0;0;0;0;0;0;0;"PB";"CATINGUEIRA";"CATINGUEIRA (PB)";2008
"PB-CATOLE DO ROCHA";0;0;0;0;0;0;0;0;0;"PB";"CATOLE DO ROCHA";"CATOLE DO ROCHA (PB)";2008
"PB-CATURITE";0;0;0;0;0;0;0;0;0;"PB";"CATURITE";"CATURITE (PB)";2008
"PB-CONCEICAO";0;0;0;0;0;0;0;0;0;"PB";"CONCEICAO";"CONCEICAO (PB)";2008
"PB-CONDADO";0;0;0;0;0;0;0;0;0;"PB";"CONDADO";"CONDADO (PB)";2008
"PB-CONDE";0;0;0;0;0;0;0;0;0;"PB";"CONDE";"CONDE (PB)";2008
"PB-CONGO";0;0;0;0;0;0;0;0;0;"PB";"CONGO";"CONGO (PB)";2008
"PB-COREMAS";0;0;0;0;0;0;0;0;0;"PB";"COREMAS";"COREMAS (PB)";2008
"PB-COXIXOLA";0;0;0;0;0;0;0;0;0;"PB";"COXIXOLA";"COXIXOLA (PB)";2008
"PB-CRUZ DO ESPIRITO SANTO";0;0;0;0;0;0;0;0;0;"PB";"CRUZ DO ESPIRITO SANTO";"CRUZ DO ESPIRITO SANTO (PB)";2008
"PB-CUBATI";0;0;0;0;0;0;0;0;0;"PB";"CUBATI";"CUBATI (PB)";2008
"PB-CUITE";0;0;0;0;0;0;0;0;0;"PB";"CUITE";"CUITE (PB)";2008
"PB-CUITEGI";0;0;0;0;0;0;0;0;0;"PB";"CUITEGI";"CUITEGI (PB)";2008
"PB-CUITE DE MAMANGUAPE";0;0;0;0;0;0;0;0;0;"PB";"CUITE DE MAMANGUAPE";"CUITE DE MAMANGUAPE (PB)";2008
"PB-CURRAL DE CIMA";0;0;0;0;0;0;0;0;0;"PB";"CURRAL DE CIMA";"CURRAL DE CIMA (PB)";2008
"PB-CURRAL VELHO";0;0;0;0;0;0;0;0;0;"PB";"CURRAL VELHO";"CURRAL VELHO (PB)";2008
"PB-DAMIAO";0;0;0;0;0;0;0;0;0;"PB";"DAMIAO";"DAMIAO (PB)";2008
"PB-DESTERRO";0;0;0;0;0;0;0;0;0;"PB";"DESTERRO";"DESTERRO (PB)";2008
"PB-VISTA SERRANA";0;0;0;0;0;0;0;0;0;"PB";"VISTA SERRANA";"VISTA SERRANA (PB)";2008
"PB-DIAMANTE";0;0;0;0;0;0;0;0;0;"PB";"DIAMANTE";"DIAMANTE (PB)";2008
"PB-DONA INES";0;0;0;0;0;0;0;0;0;"PB";"DONA INES";"DONA INES (PB)";2008
"PB-DUAS ESTRADAS";0;0;0;0;0;0;0;0;0;"PB";"DUAS ESTRADAS";"DUAS ESTRADAS (PB)";2008
"PB-EMAS";0;0;0;0;0;0;0;0;0;"PB";"EMAS";"EMAS (PB)";2008
"PB-ESPERANCA";0;0;0;0;0;0;0;0;0;"PB";"ESPERANCA";"ESPERANCA (PB)";2008
"PB-FAGUNDES";0;0;0;0;0;0;0;0;0;"PB";"FAGUNDES";"FAGUNDES (PB)";2008
"PB-FREI MARTINHO";0;0;0;0;0;0;0;0;0;"PB";"FREI MARTINHO";"FREI MARTINHO (PB)";2008
"PB-GADO BRAVO";0;0;0;0;0;0;0;0;0;"PB";"GADO BRAVO";"GADO BRAVO (PB)";2008
"PB-GUARABIRA";0;0;0;0;0;0;0;0;0;"PB";"GUARABIRA";"GUARABIRA (PB)";2008
"PB-GURINHEM";0;0;0;0;0;0;0;0;0;"PB";"GURINHEM";"GURINHEM (PB)";2008
"PB-GURJAO";0;0;0;0;0;0;0;0;0;"PB";"GURJAO";"GURJAO (PB)";2008
"PB-IBIARA";0;0;0;0;0;0;0;0;0;"PB";"IBIARA";"IBIARA (PB)";2008
"PB-IMACULADA";0;0;0;0;0;0;0;0;0;"PB";"IMACULADA";"IMACULADA (PB)";2008
"PB-INGA";0;0;0;0;0;0;0;0;0;"PB";"INGA";"INGA (PB)";2008
"PB-ITABAIANA";0;0;0;0;0;0;0;0;0;"PB";"ITABAIANA";"ITABAIANA (PB)";2008
"PB-ITAPORANGA";0;0;0;0;0;0;0;0;0;"PB";"ITAPORANGA";"ITAPORANGA (PB)";2008
"PB-ITAPOROROCA";0;0;0;0;0;0;0;0;0;"PB";"ITAPOROROCA";"ITAPOROROCA (PB)";2008
"PB-ITATUBA";0;0;0;0;0;0;0;0;0;"PB";"ITATUBA";"ITATUBA (PB)";2008
"PB-JACARAU";0;0;0;0;0;0;0;0;0;"PB";"JACARAU";"JACARAU (PB)";2008
"PB-JERICO";0;0;0;0;0;0;0;0;0;"PB";"JERICO";"JERICO (PB)";2008
"PB-JOAO PESSOA";0;0;0;0;0;0;0;0;0;"PB";"JOAO PESSOA";"JOAO PESSOA (PB)";2008
"PB-JUAREZ TAVORA";0;0;0;0;0;0;0;0;0;"PB";"JUAREZ TAVORA";"JUAREZ TAVORA (PB)";2008
"PB-JUAZEIRINHO";0;0;0;0;0;0;0;0;0;"PB";"JUAZEIRINHO";"JUAZEIRINHO (PB)";2008
"PB-JUNCO DO SERIDO";0;0;0;0;0;0;0;0;0;"PB";"JUNCO DO SERIDO";"JUNCO DO SERIDO (PB)";2008
"PB-JURIPIRANGA";0;0;0;0;0;0;0;0;0;"PB";"JURIPIRANGA";"JURIPIRANGA (PB)";2008
"PB-JURU";0;0;0;0;0;0;0;0;0;"PB";"JURU";"JURU (PB)";2008
"PB-LAGOA";0;0;0;0;0;0;0;0;0;"PB";"LAGOA";"LAGOA (PB)";2008
"PB-LAGOA DE DENTRO";0;0;0;0;0;0;0;0;0;"PB";"LAGOA DE DENTRO";"LAGOA DE DENTRO (PB)";2008
"PB-LAGOA SECA";0;0;0;0;0;0;0;0;0;"PB";"LAGOA SECA";"LAGOA SECA (PB)";2008
"PB-LASTRO";0;0;0;0;0;0;0;0;0;"PB";"LASTRO";"LASTRO (PB)";2008
"PB-LIVRAMENTO";0;0;0;0;0;0;0;0;0;"PB";"LIVRAMENTO";"LIVRAMENTO (PB)";2008
"PB-LOGRADOURO";0;0;0;0;0;0;0;0;0;"PB";"LOGRADOURO";"LOGRADOURO (PB)";2008
"PB-LUCENA";0;0;0;0;0;0;0;0;0;"PB";"LUCENA";"LUCENA (PB)";2008
"PB-MAE D AGUA";0;0;0;0;0;0;0;0;0;"PB";"MAE D AGUA";"MAE D AGUA (PB)";2008
"PB-MALTA";0;0;0;0;0;0;0;0;0;"PB";"MALTA";"MALTA (PB)";2008
"PB-MAMANGUAPE";0;0;0;0;0;0;0;0;0;"PB";"MAMANGUAPE";"MAMANGUAPE (PB)";2008
"PB-MANAIRA";0;0;0;0;0;0;0;0;0;"PB";"MANAIRA";"MANAIRA (PB)";2008
"PB-MARCACAO";0;0;0;0;0;0;0;0;0;"PB";"MARCACAO";"MARCACAO (PB)";2008
"PB-MARI";0;0;0;0;0;0;0;0;0;"PB";"MARI";"MARI (PB)";2008
"PB-MARIZOPOLIS";0;0;0;0;0;0;0;0;0;"PB";"MARIZOPOLIS";"MARIZOPOLIS (PB)";2008
"PB-MASSARANDUBA";0;0;0;0;0;0;0;0;0;"PB";"MASSARANDUBA";"MASSARANDUBA (PB)";2008
"PB-MATARACA";0;0;0;0;0;0;0;0;0;"PB";"MATARACA";"MATARACA (PB)";2008
"PB-MATINHAS";0;0;0;0;0;0;0;0;0;"PB";"MATINHAS";"MATINHAS (PB)";2008
"PB-MATO GROSSO";0;0;0;0;0;0;0;0;0;"PB";"MATO GROSSO";"MATO GROSSO (PB)";2008
"PB-MATUREIA";0;0;0;0;0;0;0;0;0;"PB";"MATUREIA";"MATUREIA (PB)";2008
"PB-MOGEIRO";0;0;0;0;0;0;0;0;0;"PB";"MOGEIRO";"MOGEIRO (PB)";2008
"PB-MONTADAS";0;0;0;0;0;0;0;0;0;"PB";"MONTADAS";"MONTADAS (PB)";2008
"PB-MONTE HOREBE";0;0;0;0;0;0;0;0;0;"PB";"MONTE HOREBE";"MONTE HOREBE (PB)";2008
"PB-MONTEIRO";0;0;0;0;0;0;0;0;0;"PB";"MONTEIRO";"MONTEIRO (PB)";2008
"PB-MULUNGU";0;0;0;0;0;0;0;0;0;"PB";"MULUNGU";"MULUNGU (PB)";2008
"PB-NATUBA";0;0;0;0;0;0;0;0;0;"PB";"NATUBA";"NATUBA (PB)";2008
"PB-NAZAREZINHO";0;0;0;0;0;0;0;0;0;"PB";"NAZAREZINHO";"NAZAREZINHO (PB)";2008
"PB-NOVA FLORESTA";0;0;0;0;0;0;0;0;0;"PB";"NOVA FLORESTA";"NOVA FLORESTA (PB)";2008
"PB-NOVA OLINDA";0;0;0;0;0;0;0;0;0;"PB";"NOVA OLINDA";"NOVA OLINDA (PB)";2008
"PB-NOVA PALMEIRA";0;0;0;0;0;0;0;0;0;"PB";"NOVA PALMEIRA";"NOVA PALMEIRA (PB)";2008
"PB-OLHO D AGUA";0;0;0;0;0;0;0;0;0;"PB";"OLHO D AGUA";"OLHO D AGUA (PB)";2008
"PB-OLIVEDOS";0;0;0;0;0;0;0;0;0;"PB";"OLIVEDOS";"OLIVEDOS (PB)";2008
"PB-OURO VELHO";0;0;0;0;0;0;0;0;0;"PB";"OURO VELHO";"OURO VELHO (PB)";2008
"PB-PARARI";0;0;0;0;0;0;0;0;0;"PB";"PARARI";"PARARI (PB)";2008
"PB-PASSAGEM";0;0;0;0;0;0;0;0;0;"PB";"PASSAGEM";"PASSAGEM (PB)";2008
"PB-PATOS";0;0;0;0;0;0;0;0;0;"PB";"PATOS";"PATOS (PB)";2008
"PB-PAULISTA";0;0;0;0;0;0;0;0;0;"PB";"PAULISTA";"PAULISTA (PB)";2008
"PB-PEDRA BRANCA";0;0;0;0;0;0;0;0;0;"PB";"PEDRA BRANCA";"PEDRA BRANCA (PB)";2008
"PB-PEDRA LAVRADA";0;0;0;0;0;0;0;0;0;"PB";"PEDRA LAVRADA";"PEDRA LAVRADA (PB)";2008
"PB-PEDRAS DE FOGO";0;0;0;0;0;0;0;0;0;"PB";"PEDRAS DE FOGO";"PEDRAS DE FOGO (PB)";2008
"PB-PIANCO";0;0;0;0;0;0;0;0;0;"PB";"PIANCO";"PIANCO (PB)";2008
"PB-PICUI";0;0;0;0;0;0;0;0;0;"PB";"PICUI";"PICUI (PB)";2008
"PB-PILAR";0;0;0;0;0;0;0;0;0;"PB";"PILAR";"PILAR (PB)";2008
"PB-PILOES";0;0;0;0;0;0;0;0;0;"PB";"PILOES";"PILOES (PB)";2008
"PB-PILOEZINHOS";0;0;0;0;0;0;0;0;0;"PB";"PILOEZINHOS";"PILOEZINHOS (PB)";2008
"PB-PIRPIRITUBA";0;0;0;0;0;0;0;0;0;"PB";"PIRPIRITUBA";"PIRPIRITUBA (PB)";2008
"PB-PITIMBU";0;0;0;0;0;0;0;0;0;"PB";"PITIMBU";"PITIMBU (PB)";2008
"PB-POCINHOS";0;0;0;0;0;0;0;0;0;"PB";"POCINHOS";"POCINHOS (PB)";2008
"PB-POCO DANTAS";0;0;0;0;0;0;0;0;0;"PB";"POCO DANTAS";"POCO DANTAS (PB)";2008
"PB-POCO DE JOSE DE MOURA";0;0;0;0;0;0;0;0;0;"PB";"POCO DE JOSE DE MOURA";"POCO DE JOSE DE MOURA (PB)";2008
"PB-POMBAL";0;0;0;0;0;0;0;0;0;"PB";"POMBAL";"POMBAL (PB)";2008
"PB-PRATA";0;0;0;0;0;0;0;0;0;"PB";"PRATA";"PRATA (PB)";2008
"PB-PRINCESA ISABEL";0;0;0;0;0;0;0;0;0;"PB";"PRINCESA ISABEL";"PRINCESA ISABEL (PB)";2008
"PB-PUXINANA";0;0;0;0;0;0;0;0;0;"PB";"PUXINANA";"PUXINANA (PB)";2008
"PB-QUEIMADAS";0;0;0;0;0;0;0;0;0;"PB";"QUEIMADAS";"QUEIMADAS (PB)";2008
"PB-QUIXABA";0;0;0;0;0;0;0;0;0;"PB";"QUIXABA";"QUIXABA (PB)";2008
